"","Name","Product"
"b3741","mnmG","5-methylaminomethyl-2-thiouridine modification at tRNA U34"
"b3742","mioC","FMN-binding protein MioC"
"b3743","asnC","transcriptional activator of asnA; autorepressor"
"b3744","asnA","asparagine synthetase A"
"b3745","viaA","stimulator of RavA ATPase activity; von Willebrand factor domain protein"
"b3746","ravA","hexameric AAA+ MoxR family ATPase, putative molecular chaperone"
"b3747","kup","potassium transporter"
"b3748","rbsD","putative cytoplasmic sugar-binding protein"
"b3749","rbsA","fused D-ribose transporter subunits of ABC superfamily: ATP-binding components"
"b3750","rbsC","D-ribose transporter subunit"
"b3751","rbsB","D-ribose transporter subunit"
"b3752","rbsK","ribokinase"
"b3753","rbsR","transcriptional repressor of ribose metabolism"
"b3754","hsrA","putative multidrug or homocysteine efflux system"
"b3755","yieP","putative transcriptional regulator"
"b3756","rrsC","16S ribosomal RNA of rrnC operon"
"b3757","gltU","Glu tRNA"
"b3758","rrlC","23S ribosomal RNA of rrnC operon"
"b3759","rrfC","5S ribosomal RNA of rrnC operon"
"b3760","aspT","Asp tRNA"
"b3761","trpT","Trp tRNA"
"b4480","hdfR","flhDC operon transcriptional repressor"
"b3764","yifE","UPF0438 family protein"
"b3765","yifB","bifunctional magnesium chelatase family protein and putative transcriptional regulator"
"b3766","ilvL","ilvG operon leader peptide"
"b4669","ilvX","uncharacterized protein"
"b3769","ilvM","acetolactate synthase 2 small subunit"
"b3770","ilvE","branched-chain amino-acid aminotransferase"
"b3771","ilvD","dihydroxyacid dehydratase"
"b3772","ilvA","L-threonine dehydratase, biosynthetic; also known as threonine deaminase"
"b3773","ilvY","transcriptional activator of ilvC; autorepressor"
"b3774","ilvC","ketol-acid reductoisomerase, NAD(P)-binding"
"b3775","ppiC","peptidyl-prolyl cis-trans isomerase C (rotamase C)"
"b3778","rep","DNA helicase and single-stranded DNA-dependent ATPase"
"b3779","gpp","guanosine pentaphosphatase/exopolyphosphatase"
"b3780","rhlB","ATP-dependent RNA helicase"
"b3781","trxA","thioredoxin 1"
"b3783","rho","transcription termination factor"
"b3784","wecA","UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase"
"b3785","wzzE","Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein"
"b3786","wecB","UDP-N-acetyl glucosamine-2-epimerase"
"b3787","wecC","UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase"
"b3788","rffG","dTDP-glucose 4,6-dehydratase"
"b3789","rffH","glucose-1-phosphate thymidylyltransferase"
"b3790","wecD","TDP-fucosamine acetyltransferase"
"b3791","wecE","TDP-4-oxo-6-deoxy-D-glucose transaminase"
"b3792","wzxE","O-antigen translocase"
"b4481","wecF","TDP-Fuc4NAc:lipidIIFuc4NAc transferase"
"b3793","wzyE","putative ECA polysaccharide chain elongation protein"
"b3794","wecG","UDP-N-acetyl-D-mannosaminuronic acid transferase"
"b3795","yifK","putative APC family amino acid transporter"
"b3796","argX","Arg tRNA"
"b3797","hisR","His tRNA"
"b3798","leuT","Leu tRNA"
"b3799","proM","Pro tRNA"
"b3800","aslB","putative AslA-specific sulfatase-maturating enzyme"
"b3801","aslA","putative Ser-type periplasmic non-aryl sulfatase"
"b4456","glmZ","-"
"b3802","hemY","putative protoheme IX synthesis protein"
"b3803","hemX","putative uroporphyrinogen III methyltransferase"
"b3804","hemD","uroporphyrinogen III synthase"
"b3805","hemC","hydroxymethylbilane synthase"
"b3806","cyaA","adenylate cyclase"
"b3807","cyaY","iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein"
"b4558","yifL","putative lipoprotein"
"b3809","dapF","diaminopimelate epimerase"
"b3810","yigA","DUF484 family protein"
"b3811","xerC","site-specific tyrosine recombinase"
"b3812","yigB","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis"
"b3813","uvrD","DNA-dependent ATPase I and helicase II"
"b4482","yigE","DUF2233 family protein"
"b3816","corA","magnesium/nickel/cobalt transporter"
"b3817","yigF","putative inner membrane protein"
"b3818","yigG","PRK11371 family inner membrane protein"
"b3819","rarD","putative chloramphenical resistance permease"
"b3820","yigI","4HBT thioesterase family protein"
"b3821","pldA","outer membrane phospholipase A"
"b3822","recQ","ATP-dependent DNA helicase"
"b3823","rhtC","threonine efflux pump"
"b3824","rhtB","homoserine, homoserine lactone and S-methyl-methionine efflux pump"
"b3825","pldB","lysophospholipase L2"
"b3826","yigL","pyridoxal phosphate phosphatase"
"b3827","yigM","putative inner membrane EamA-like transporter"
"b3828","metR","methionine biosynthesis regulon transcriptional regulator"
"b3829","metE","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase"
"b3830","ysgA","putative carboxymethylenebutenolidase"
"b3831","udp","uridine phosphorylase"
"b3832","rmuC","DNA recombination protein"
"b3833","ubiE","bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase"
"b3834","ubiJ","aerobic ubiquinone synthesis protein, SCP2 family protein"
"b4707","esrE","-"
"b3835","ubiB","regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2'-N-acetyltransferase; putative ABC1 family protein kinase"
"b3836","tatA","TatABCE protein translocation system subunit"
"b3838","tatB","TatABCE protein translocation system subunit"
"b3839","tatC","TatABCE protein translocation system subunit"
"b4483","tatD","quality control of Tat-exported FeS proteins; Mg-dependent cytoplasmic DNase"
"b3842","rfaH","transcription antitermination protein"
"b3843","ubiD","3-octaprenyl-4-hydroxybenzoate decarboxylase"
"b3844","fre","NAD(P)H-flavin reductase"
"b3845","fadA","3-ketoacyl-CoA thiolase (thiolase I)"
"b3846","fadB","fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase"
"b3847","pepQ","proline dipeptidase"
"b3848","yigZ","UPF0029 family protein"
"b3849","trkH","potassium transporter"
"b3850","hemG","protoporphyrin oxidase, flavoprotein"
"b3851","rrsA","16S ribosomal RNA of rrnA operon"
"b3852","ileT","Ile tRNA"
"b3853","alaT","Ala tRNA"
"b3854","rrlA","23S ribosomal RNA of rrnA operon"
"b3855","rrfA","5S ribosomal RNA of rrnA operon"
"b3856","mobB","molybdopterin-guanine dinucleotide biosynthesis protein B"
"b3857","mobA","molybdopterin-guanine dinucleotide synthase"
"b3858","yihD","DUF1040 protein YihD"
"b3859","srkA","stress response kinase A; MazF antagonist; Thr/Ser kinase involved in Cpx stress response"
"b3860","dsbA","periplasmic protein disulfide isomerase I"
"b3861","yihF","DUF945 family protein"
"b3862","yihG","inner membrane protein, inner membrane acyltransferase"
"b3863","polA","fused DNA polymerase I 5'->3' polymerase/3'->5' exonuclease/5'->3' exonuclease"
"b3864","spf","-"
"b3865","yihA","cell division GTP-binding protein"
"b4457","csrC","-"
"b3866","yihI","activator of Der GTPase"
"b3867","hemN","coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent"
"b4686","yshB","uncharacterized protein"
"b3868","glnG","fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein"
"b3869","glnL","sensory histidine kinase in two-component regulatory system with GlnG"
"b3870","glnA","glutamine synthetase"
"b3871","typA","GTP-binding protein"
"b3872","yihL","putative DNA-binding transcriptional regulator"
"b3873","yihM","putative sugar phosphate isomerase"
"b3874","yihN","MFS transporter family protein"
"b3875","ompL","outer membrane porin L"
"b3876","yihO","putative transporter"
"b3877","yihP","putative transporter"
"b3878","yihQ","alpha-glucosidase"
"b3879","yihR","mutarotase superfamily protein, YihR family"
"b3880","yihS","aldose-ketose isomerase; D-mannose isomerase"
"b3881","yihT","putative aldolase"
"b3882","yihU","gamma-hydroxybutyrate dehydrogenase, NADH-dependent"
"b3883","yihV","putative sugar kinase"
"b3884","yihW","DeoR family putative transcriptional regulator"
"b3885","yihX","alpha-D-Glucose-1-P phosphatase, anomer-specific"
"b3886","yihY","BrkB family putative transporter, inner membrane protein"
"b3887","dtd","D-tyr-tRNA(Tyr) deacylase"
"b3888","yiiD","putative acetyltransferase"
"b3889","yiiE","CopG family putative transcriptional regulator"
"b3890","yiiF","putative thymol sensitivity protein, CopG family putative transcriptional regulator"
"b3891","fdhE","formate dehydrogenase formation protein"
"b3892","fdoI","formate dehydrogenase-O, cytochrome b556 subunit"
"b3893","fdoH","formate dehydrogenase-O, Fe-S subunit"
"b3894","fdoG","formate dehydrogenase-O, large subunit"
"b3895","fdhD","formate dehydrogenase formation protein"
"b3896","yiiG","DUF3829 family lipoprotein"
"b3897","frvR","putative frv operon regulator; contains a PTS EIIA domain"
"b3898","frvX","putative peptidase"
"b3899","frvB","putative PTS enzyme, IIB component/IIC component"
"b3900","frvA","putative enzyme IIA component of PTS"
"b3901","rhaM","L-rhamnose mutarotase"
"b3902","rhaD","rhamnulose-1-phosphate aldolase"
"b3903","rhaA","L-rhamnose isomerase"
"b3904","rhaB","rhamnulokinase"
"b3905","rhaS","transcriptional activator of rhaBAD and rhaT"
"b3906","rhaR","transcriptional activator of rhaSR"
"b3907","rhaT","L-rhamnose:proton symporter"
"b3908","sodA","superoxide dismutase, Mn"
"b3909","kdgT","2-keto-3-deoxy-D-gluconate transporter"
"b3910","yiiM","6-N-hydroxylaminopurine resistance protein"
"b3911","cpxA","sensory histidine kinase in two-component regulatory system with CpxR"
"b3912","cpxR","response regulator in two-component regulatory system with CpxA"
"b4484","cpxP","inhibitor of the cpx response; periplasmic adaptor protein"
"b3915","fieF","ferrous iron and zinc transporter"
"b3916","pfkA","6-phosphofructokinase I"
"b3917","sbp","sulfate transporter subunit"
"b3918","cdh","CDP-diacylglycerol phosphotidylhydrolase"
"b3919","tpiA","triosephosphate isomerase"
"b3920","yiiQ","DUF1454 family putative periplasmic protein"
"b3921","yiiR","DUF805 family putative inner membrane protein"
"b3922","yiiS","UPF0381 family protein"
"b3923","uspD","stress-induced protein"
"b3924","fpr","ferredoxin-NADP reductase"
"b3925","glpX","fructose 1,6-bisphosphatase II"
"b3926","glpK","glycerol kinase"
"b3927","glpF","glycerol facilitator"
"b3928","zapB","FtsZ stabilizer; septal ring assembly factor, stimulates cell division"
"b3929","rraA","ribonuclease E (RNase E) inhibitor protein"
"b3930","menA","1,4-dihydroxy-2-naphthoate octaprenyltransferase"
"b3931","hslU","molecular chaperone and ATPase component of HslUV protease"
"b3932","hslV","peptidase component of the HslUV protease"
"b3933","ftsN","essential cell division protein"
"b3934","cytR","Anti-activator for CytR-CRP nucleoside utilization regulon"
"b3935","priA","Primosome factor n' (replication factor Y)"
"b3936","rpmE","50S ribosomal subunit protein L31"
"b3937","yiiX","putative lipid binding hydrolase, DUF830 family protein"
"b3938","metJ","transcriptional repressor, S-adenosylmethionine-binding"
"b3939","metB","cystathionine gamma-synthase, PLP-dependent"
"b3940","metL","Bifunctional aspartokinase/homoserine dehydrogenase 2"
"b3941","metF","5,10-methylenetetrahydrofolate reductase"
"b3942","katG","catalase-peroxidase HPI, heme b-containing"
"b3943","yijE","EamA-like transporter family protein"
"b3944","yijF","DUF1287 family protein"
"b3945","gldA","glycerol dehydrogenase, NAD+ dependent; 1,2-propanediol:NAD+ oxidoreductase"
"b3946","fsaB","fructose-6-phosphate aldolase 2"
"b3947","frwA","putative PTS enzyme, Hpr component/enzyme I component/enzyme IIA component"
"b3949","frwC","putative enzyme IIC component of PTS"
"b3950","frwB","putative enzyme IIB component of PTS"
"b3951","pflD","putative glycine radical domain-containing pyruvate formate-lyase"
"b3952","pflC","putative [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme"
"b3953","frwD","putative enzyme IIB component of PTS"
"b3954","yijO","AraC family putative transcriptional activator"
"b3955","eptC","LPS heptose I phosphoethanolamine transferase"
"b3956","ppc","phosphoenolpyruvate carboxylase"
"b3957","argE","acetylornithine deacetylase"
"b3958","argC","N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding"
"b3959","argB","acetylglutamate kinase"
"b3960","argH","argininosuccinate lyase"
"b4458","oxyS","-"
"b3961","oxyR","oxidative and nitrosative stress transcriptional regulator"
"b3962","sthA","pyridine nucleotide transhydrogenase, soluble"
"b3963","fabR","transcriptional repressor of fabA and fabB"
"b3964","yijD","DUF1422 family inner membrane protein"
"b3965","trmA","tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase"
"b3966","btuB","vitamin B12/cobalamin outer membrane transporter"
"b3967","murI","glutamate racemase"
"b3968","rrsB","16S ribosomal RNA of rrnB operon"
"b3969","gltT","Glu tRNA"
"b3970","rrlB","23S ribosomal RNA of rrnB operon"
"b3971","rrfB","5S ribosomal RNA of rrnB operon"
"b3972","murB","UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding"
"b3973","birA","bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding"
"b3974","coaA","pantothenate kinase"
"b3976","thrU","Thr tRNA"
"b3977","tyrU","Tyr tRNA"
"b3978","glyT","Gly tRNA"
"b3979","thrT","Thr tRNA"
"b3980","tufB","translation elongation factor EF-Tu 2"
"b3981","secE","preprotein translocase membrane subunit"
"b3982","nusG","transcription termination factor"
"b3983","rplK","50S ribosomal subunit protein L11"
"b3984","rplA","50S ribosomal subunit protein L1"
"b3985","rplJ","50S ribosomal subunit protein L10"
"b3986","rplL","50S ribosomal subunit protein L7/L12"
"b3987","rpoB","RNA polymerase, beta subunit"
"b3988","rpoC","RNA polymerase, beta prime subunit"
"b3989","yjaZ","stationary phase growth adaptation protein"
"b4691","sroH","-"
"b3990","thiH","tyrosine lyase, involved in thiamine-thiazole moiety synthesis"
"b3991","thiG","thiamine biosynthesis ThiGH complex subunit"
"b4407","thiS","immediate sulfur donor in thiazole formation"
"b3992","thiF","adenylyltransferase, modifies ThiS C-terminus"
"b3993","thiE","thiamine phosphate synthase (thiamine phosphate pyrophosphorylase)"
"b3994","thiC","phosphomethylpyrimidine synthase"
"b3995","rsd","stationary phase protein, binds sigma 70 RNA polymerase subunit"
"b3996","nudC","NADH pyrophosphatase"
"b3997","hemE","uroporphyrinogen decarboxylase"
"b3998","nfi","endonuclease V; deoxyinosine 3' endonuclease"
"b3999","yjaG","DUF416 domain protein"
"b4000","hupA","HU, DNA-binding transcriptional regulator, alpha subunit"
"b4001","yjaH","DUF1481 family putative lipoprotein"
"b4002","zraP","Zn-dependent periplasmic chaperone"
"b4003","zraS","sensory histidine kinase in two-component regulatory system with ZraR"
"b4004","zraR","fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein"
"b4005","purD","phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase"
"b4006","purH","fused IMP cyclohydrolase/phosphoribosylaminoimidazolecarboxamide formyltransferase"
"b4007","rrsE","16S ribosomal RNA of rrnE operon"
"b4008","gltV","Glu tRNA"
"b4009","rrlE","23S ribosomal RNA of rrnE operon"
"b4010","rrfE","5S ribosomal RNA of rrnE operon"
"b4011","yjaA","stress-induced protein"
"b4012","yjaB","putative acetyltransferase"
"b4013","metA","homoserine O-transsuccinylase"
"b4014","aceB","malate synthase A"
"b4015","aceA","isocitrate lyase"
"b4016","aceK","isocitrate dehydrogenase kinase/phosphatase"
"b4017","arpA","ankyrin repeat protein"
"b4018","iclR","transcriptional repressor"
"b4019","metH","homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent"
"b4020","yjbB","putative Na+/Pi-cotransporter"
"b4021","pepE","(alpha)-aspartyl dipeptidase"
"b4022","rluF","23S rRNA pseudouridine(2604) synthase"
"b4023","yjbD","DUF3811 family protein"
"b4024","lysC","lysine-sensitive aspartokinase 3"
"b4025","pgi","glucosephosphate isomerase"
